bez;ujahr;umonat;ustunde;uwochentag;ukategorie;uart;utyp1;ulichtverh;istrad;istpkw;istfuss;istkrad;istgkfz;istsonstige;ustrzustand;geometry
3;2018;5;17;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.42822031 52.54713839)
4;2018;12;12;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.30136557 52.51115133)
12;2018;9;15;5;3;3;6;0;0;1;0;1;0;0;0;POINT (13.34701669 52.57885248)
1;2018;9;14;7;2;5;7;0;0;1;0;0;0;0;0;POINT (13.3673288 52.55145879)
12;2018;6;11;6;3;3;6;0;0;1;0;1;0;0;0;POINT (13.24883772 52.62100705)
4;2018;7;11;4;3;2;6;0;0;1;0;0;0;0;0;POINT (13.32081977 52.51256808)
4;2018;5;11;4;3;2;6;0;0;1;0;0;0;0;0;POINT (13.28593879 52.49465001)
6;2018;2;7;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.33536292 52.46500919)
2;2018;11;15;3;3;2;6;0;0;1;0;1;0;0;0;POINT (13.37704489 52.50179546)
1;2018;12;19;1;3;3;6;2;0;1;0;0;0;0;1;POINT (13.4185225 52.52368979)
3;2018;10;10;1;3;5;2;0;0;1;0;0;0;0;0;POINT (13.44425959 52.54546767)
10;2018;8;16;6;3;5;7;0;1;1;0;0;0;0;0;POINT (13.58844336 52.50499909)
3;2018;4;21;5;3;5;2;2;1;0;0;0;0;1;0;POINT (13.41479204 52.55501687)
2;2018;3;20;3;3;1;5;2;1;1;0;0;0;0;1;POINT (13.38677238 52.49811068)
4;2018;5;16;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.28170499 52.52612342)
12;2018;10;15;1;3;2;6;0;0;1;0;0;1;0;0;POINT (13.30303097 52.55086254)
4;2018;8;12;4;3;0;7;0;1;0;0;0;0;0;0;POINT (13.28579349 52.5101782)
1;2018;4;22;4;3;1;5;2;0;1;0;0;0;0;0;POINT (13.36488299 52.50214918)
10;2018;4;12;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.54810984 52.55039326)
12;2018;5;14;4;3;2;6;0;0;1;0;0;0;0;0;POINT (13.31637974 52.61400763)
1;2018;12;17;4;3;2;6;2;0;1;0;0;0;0;1;POINT (13.36977355 52.54197121)
1;2018;9;21;5;3;0;1;2;0;0;0;1;0;0;1;POINT (13.41631207 52.52203459)
9;2018;9;16;1;3;0;2;0;1;1;0;0;0;0;0;POINT (13.45770576 52.4917118)
7;2018;6;16;7;2;0;1;0;1;0;0;0;0;0;0;POINT (13.38774267 52.43877174)
12;2018;7;20;5;2;0;1;0;1;0;0;0;0;0;0;POINT (13.3164906 52.61701006)
2;2018;5;19;4;3;5;2;0;1;1;0;0;0;0;0;POINT (13.38927562 52.49744301)
1;2018;2;18;2;3;2;6;2;0;1;0;0;0;0;0;POINT (13.36933255 52.54720878)
7;2018;11;18;4;3;5;2;2;0;1;0;0;0;1;0;POINT (13.3881567 52.43748378)
6;2018;10;11;2;3;2;6;0;0;1;0;0;0;1;0;POINT (13.32109267 52.45510977)
4;2018;8;9;7;2;5;3;0;0;1;0;0;0;0;0;POINT (13.30165145 52.51135998)
4;2018;4;11;6;3;3;6;0;0;1;0;0;0;0;0;POINT (13.28823391 52.51049464)
6;2018;3;12;5;3;2;5;0;0;1;0;0;0;0;0;POINT (13.31347155 52.452823)
10;2018;5;9;6;3;0;1;0;0;0;0;1;0;0;0;POINT (13.54608973 52.50975393)
7;2018;10;5;2;3;9;1;1;0;1;0;0;0;0;1;POINT (13.40333076 52.46356986)
4;2018;2;13;2;2;6;4;0;0;1;1;0;0;0;0;POINT (13.29419188 52.51087095)
3;2018;11;15;5;3;5;3;1;1;0;0;0;0;1;1;POINT (13.4035757 52.56925577)
9;2018;9;13;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.45795202 52.49204246)
12;2018;8;16;2;3;0;6;0;0;0;0;0;0;1;0;POINT (13.36030381 52.57133389)
4;2018;6;11;3;3;2;6;0;0;0;0;1;0;1;0;POINT (13.28532361 52.50970604)
3;2018;7;16;2;3;0;1;0;1;0;0;0;0;0;0;POINT (13.42674035 52.54324756)
11;2018;6;17;3;3;6;4;0;1;0;1;0;0;0;0;POINT (13.47580433 52.51352369)
6;2018;5;11;1;2;3;2;0;1;1;0;0;0;0;0;POINT (13.17512891 52.4199052)
3;2018;4;5;6;3;8;1;1;0;1;0;0;0;0;1;POINT (13.39886777 52.57306373)
10;2018;12;17;5;3;6;2;2;0;1;1;0;0;0;1;POINT (13.62051479 52.50434634)
5;2018;10;16;2;2;2;6;0;0;1;0;0;0;0;1;POINT (13.20655057 52.51110438)
4;2018;2;7;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.24215594 52.50752135)
10;2018;7;14;7;3;5;2;0;1;1;0;0;0;0;0;POINT (13.6246477 52.50385131)
2;2018;4;18;1;3;3;6;0;1;0;0;0;0;0;0;POINT (13.43901249 52.51724112)
12;2018;7;14;3;3;6;4;0;0;0;1;0;0;1;0;POINT (13.31250623 52.62366461)
12;2018;3;7;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.29121344 52.58662342)
9;2018;5;0;1;2;5;3;2;1;1;0;0;0;0;0;POINT (13.51312024 52.45415033)
7;2018;10;10;7;3;9;7;0;0;1;0;0;0;0;0;POINT (13.38720959 52.46958798)
4;2018;2;18;1;3;2;6;2;0;1;0;0;0;0;0;POINT (13.30625578 52.4835488)
2;2018;11;17;2;3;6;4;2;0;1;1;0;0;0;0;POINT (13.47512434 52.51358517)
10;2018;9;16;4;2;5;3;0;1;1;0;0;0;0;0;POINT (13.55826051 52.56285932)
3;2018;8;10;2;3;6;4;0;1;0;1;0;0;0;0;POINT (13.44089397 52.54310319)
1;2018;6;23;5;3;0;1;2;1;0;0;0;0;0;0;POINT (13.35547877 52.51480183)
12;2018;6;17;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.36471798 52.56213147)
2;2018;8;1;7;3;0;1;2;1;0;0;0;0;0;0;POINT (13.45217787 52.51102373)
2;2018;5;8;3;3;3;6;0;1;0;0;0;0;0;0;POINT (13.46387216 52.51487674)
7;2018;4;19;1;3;6;7;0;0;1;1;0;0;0;0;POINT (13.362679 52.49936773)
12;2018;12;14;2;3;5;2;0;0;1;0;0;0;0;1;POINT (13.34139643 52.58617143)
3;2018;9;19;2;3;1;5;2;0;1;0;0;0;1;0;POINT (13.39028367 52.61886661)
3;2018;9;5;4;3;5;2;2;1;1;0;0;0;0;0;POINT (13.3981448 52.5711274)
1;2018;7;9;2;3;5;2;0;0;1;0;0;0;0;0;POINT (13.41087344 52.51855315)
6;2018;7;7;2;2;5;3;0;0;1;0;0;0;0;0;POINT (13.28127497 52.44132837)
3;2018;5;11;2;3;3;6;0;0;1;0;0;1;0;0;POINT (13.4359657 52.62007128)
4;2018;2;16;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.28370799 52.49660933)
7;2018;11;22;1;3;3;6;2;0;1;0;1;0;0;0;POINT (13.36259379 52.49916094)
3;2018;8;19;4;3;0;1;1;1;0;0;0;0;1;0;POINT (13.40153464 52.58053402)
2;2018;10;11;5;3;3;6;0;0;1;0;1;0;0;0;POINT (13.38617619 52.48802256)
1;2018;8;20;2;2;6;7;1;1;0;1;0;0;0;0;POINT (13.35544302 52.51490738)
2;2018;4;8;2;3;3;6;0;1;1;0;0;0;0;0;POINT (13.43829546 52.51731418)
12;2018;4;6;4;3;5;3;0;1;1;0;0;0;0;0;POINT (13.31537724 52.61314013)
3;2018;5;14;3;3;0;7;0;0;0;0;1;0;0;1;POINT (13.41375137 52.55072589)
6;2018;11;16;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.30442998 52.44960119)
3;2018;12;7;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.43888487 52.54139522)
1;2018;9;9;4;2;6;4;0;1;0;1;0;0;0;0;POINT (13.41196387 52.519232)
4;2018;8;17;5;3;4;1;0;0;1;0;0;0;0;0;POINT (13.26050352 52.50864568)
3;2018;6;15;5;3;0;3;0;1;1;0;0;0;0;0;POINT (13.41435296 52.54065067)
4;2018;7;17;4;3;3;6;0;0;1;0;1;0;0;0;POINT (13.2827809 52.50761836)
1;2018;5;21;3;3;0;1;2;0;0;0;1;0;0;1;POINT (13.3698348 52.54374505)
12;2018;2;6;1;3;8;1;1;0;1;0;0;0;0;1;POINT (13.25613654 52.61003592)
3;2018;11;13;2;3;2;6;0;1;1;0;0;0;0;0;POINT (13.43397739 52.53590516)
4;2018;6;15;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.28030299 52.49998843)
2;2018;12;13;6;3;2;6;0;0;1;0;0;0;0;1;POINT (13.47399597 52.51384956)
1;2018;10;22;7;3;2;6;2;0;1;0;0;0;0;0;POINT (13.41879812 52.52443656)
7;2018;8;14;5;3;0;3;0;0;1;0;0;0;1;0;POINT (13.35629317 52.473573)
1;2018;4;17;4;3;5;7;0;0;1;0;0;0;1;0;POINT (13.41973466 52.52530486)
2;2018;3;16;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.45413059 52.51545687)
3;2018;5;21;4;3;5;3;0;1;1;0;0;0;0;0;POINT (13.41479092 52.55504275)
1;2018;10;16;4;3;0;6;1;1;1;0;0;0;0;0;POINT (13.40655166 52.52078986)
1;2018;2;8;1;3;6;4;0;0;1;1;0;0;0;0;POINT (13.41069268 52.52319762)
6;2018;11;15;3;3;2;6;0;0;1;0;1;0;0;0;POINT (13.32327668 52.4566507)
7;2018;9;15;7;3;6;2;0;0;1;1;0;0;0;0;POINT (13.39262925 52.42991746)
12;2018;8;22;5;3;5;3;2;0;1;0;0;0;0;0;POINT (13.34765319 52.57446959)
4;2018;6;17;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.28620765 52.51135243)
3;2018;7;17;1;3;5;2;0;0;1;0;1;0;0;0;POINT (13.39044086 52.61859411)
9;2018;6;13;2;3;3;2;0;1;0;0;0;0;1;0;POINT (13.51202572 52.45489279)
10;2018;5;14;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.55811132 52.56266698)
3;2018;4;9;4;2;3;6;0;1;0;0;0;0;0;0;POINT (13.44263928 52.54458983)
3;2018;12;19;2;3;6;2;2;0;1;1;0;0;0;1;POINT (13.39851134 52.57990615)
12;2018;9;18;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.31663618 52.61420498)
4;2018;7;8;6;2;5;3;0;0;0;0;1;0;1;0;POINT (13.24232213 52.50753129)
2;2018;4;13;7;3;6;7;0;0;1;1;0;0;0;0;POINT (13.44770181 52.52660466)
1;2018;7;18;1;3;3;6;0;1;1;0;0;0;1;0;POINT (13.41281526 52.51963624)
7;2018;3;10;4;2;5;3;0;0;1;0;0;1;0;0;POINT (13.34759416 52.4763484)
4;2018;5;10;6;3;2;6;0;0;1;0;1;0;0;0;POINT (13.29657635 52.49057266)
10;2018;10;12;5;2;5;2;0;1;1;0;0;0;0;0;POINT (13.55033405 52.50929747)
3;2018;2;13;7;3;2;6;0;0;1;0;0;0;0;0;POINT (13.41378273 52.55089135)
2;2018;11;19;6;3;6;4;2;0;1;1;0;0;0;0;POINT (13.42937668 52.51822623)
12;2018;9;7;2;3;0;7;0;0;0;0;1;0;0;1;POINT (13.34629765 52.57978033)
1;2018;8;21;7;3;3;6;2;0;1;0;1;0;0;0;POINT (13.39012314 52.5172302)
1;2018;6;9;3;2;0;7;0;1;0;0;0;0;0;0;POINT (13.41948943 52.52508164)
2;2018;10;22;3;3;2;6;2;0;1;0;1;0;0;0;POINT (13.46712956 52.51440133)
2;2018;10;5;7;3;1;1;2;0;1;0;0;0;0;0;POINT (13.38586278 52.48685302)
7;2018;2;19;7;2;2;6;2;0;1;0;1;0;0;0;POINT (13.39322736 52.42885889)
4;2018;11;16;4;3;2;6;1;0;1;0;0;0;0;0;POINT (13.30195013 52.48648571)
3;2018;9;13;1;2;5;2;0;1;0;0;1;0;0;0;POINT (13.44629215 52.52749131)
1;2018;8;20;6;3;1;5;2;0;1;0;0;0;1;0;POINT (13.36745043 52.51556566)
6;2018;6;10;2;3;1;5;0;1;1;0;0;0;0;0;POINT (13.09811869 52.41351487)
2;2018;7;9;1;3;1;5;0;1;0;0;0;0;1;0;POINT (13.42673811 52.51908028)
3;2018;6;19;3;3;5;3;0;1;0;0;1;0;0;0;POINT (13.42399878 52.52824308)
7;2018;5;14;7;2;0;1;0;0;0;0;1;0;0;0;POINT (13.38619495 52.44312479)
2;2018;4;22;5;3;3;6;2;0;1;0;0;0;0;1;POINT (13.38931769 52.49727375)
7;2018;12;12;4;3;6;4;0;0;1;1;0;0;0;0;POINT (13.366144 52.41697847)
4;2018;10;10;1;3;6;4;0;1;0;1;0;0;0;0;POINT (13.29022739 52.51045446)
4;2018;7;19;6;3;5;2;1;1;1;0;0;0;0;0;POINT (13.30138013 52.5111523)
9;2018;4;8;1;3;5;2;0;1;0;0;0;0;1;1;POINT (13.51444826 52.45324864)
2;2018;7;15;2;3;2;6;0;0;1;0;0;0;1;0;POINT (13.43922928 52.51721903)
7;2018;3;20;6;3;1;5;2;0;1;0;0;0;0;0;POINT (13.39165686 52.43099222)
5;2018;5;12;7;3;2;6;0;0;1;0;0;0;0;0;POINT (13.19302917 52.51383709)
4;2018;10;18;5;3;2;6;1;0;1;0;0;0;0;0;POINT (13.3371733 52.47845959)
1;2018;2;15;6;3;8;1;0;0;1;0;0;0;0;0;POINT (13.37302341 52.50913068)
1;2018;11;16;7;3;3;6;2;1;1;0;0;0;0;1;POINT (13.41059801 52.52313796)
7;2018;9;8;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.37359553 52.47034487)
3;2018;8;16;1;3;2;6;0;1;1;0;0;0;0;0;POINT (13.42404098 52.52827909)
7;2018;6;19;3;3;0;6;0;0;1;0;1;0;0;0;POINT (13.3855147 52.47011033)
4;2018;10;15;3;3;2;6;0;0;1;0;1;0;0;0;POINT (13.2837178 52.50732701)
1;2018;6;15;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.36994344 52.5401113)
1;2018;8;15;6;3;0;1;0;1;0;0;0;0;0;0;POINT (13.35572228 52.51481718)
1;2018;5;19;2;2;5;3;0;1;0;0;0;0;1;0;POINT (13.41689086 52.52219727)
12;2018;4;13;1;3;6;4;0;0;1;1;0;0;0;0;POINT (13.32493104 52.60666206)
4;2018;12;18;2;3;2;6;2;0;1;0;0;0;1;1;POINT (13.293435 52.53630915)
11;2018;9;8;2;3;6;2;0;0;1;1;0;0;0;0;POINT (13.47727119 52.51338498)
4;2018;9;17;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.30476301 52.48434456)
1;2018;6;16;3;3;2;6;0;1;1;0;0;0;0;0;POINT (13.41816661 52.52336426)
3;2018;7;15;1;3;2;6;0;0;1;0;0;0;1;0;POINT (13.42854029 52.57060472)
2;2018;7;16;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.3891393 52.49803631)
4;2018;5;14;2;2;2;6;0;0;1;0;0;0;0;0;POINT (13.26146539 52.50869877)
4;2018;2;14;6;3;6;7;0;0;1;1;0;0;0;0;POINT (13.30353898 52.51148197)
5;2018;11;10;1;3;0;6;0;0;0;0;0;0;1;1;POINT (13.15829103 52.50196642)
11;2018;8;15;4;3;2;6;0;0;1;0;0;0;0;0;POINT (13.51395697 52.51001195)
2;2018;3;12;1;3;5;3;0;1;1;0;0;0;0;0;POINT (13.42112339 52.52642718)
9;2018;10;6;5;2;5;2;2;0;1;0;0;0;0;0;POINT (13.49642143 52.46579047)
9;2018;8;13;2;2;5;2;0;1;0;0;0;0;1;0;POINT (13.46522447 52.48658905)
3;2018;4;15;1;3;0;1;0;1;0;0;0;0;0;0;POINT (13.41329912 52.54803466)
4;2018;4;13;3;3;5;2;0;0;1;0;0;0;0;0;POINT (13.28169716 52.50991941)
3;2018;5;16;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.42400643 52.53910128)
3;2018;11;9;5;3;1;5;0;0;1;0;1;0;0;0;POINT (13.4003009 52.5698242)
1;2018;12;10;1;3;2;2;0;1;1;0;0;0;0;1;POINT (13.36836442 52.506338)
3;2018;9;17;4;3;5;2;0;1;0;0;0;0;1;0;POINT (13.41372528 52.55057197)
4;2018;8;13;5;2;3;6;0;0;1;0;0;0;1;0;POINT (13.30675603 52.47926121)
9;2018;6;6;5;3;3;6;0;1;0;0;0;0;1;0;POINT (13.51003015 52.4564328)
1;2018;7;14;3;3;5;3;0;0;1;0;1;0;0;0;POINT (13.36549219 52.55801691)
2;2018;5;8;3;2;5;3;0;1;1;0;0;0;0;0;POINT (13.46757327 52.51450732)
4;2018;2;12;6;3;2;6;0;0;1;0;0;0;0;0;POINT (13.32486386 52.51288035)
1;2018;11;22;1;3;5;3;2;0;1;0;0;0;0;0;POINT (13.36835116 52.54111769)
3;2018;6;14;7;3;2;6;0;0;1;0;0;0;0;0;POINT (13.41382892 52.55113277)
7;2018;12;20;4;2;6;2;2;0;1;1;0;0;0;0;POINT (13.35723023 52.48694773)
4;2018;10;13;6;3;3;6;0;0;1;0;1;0;0;0;POINT (13.31884366 52.51248743)
4;2018;2;11;6;3;5;7;0;0;1;0;0;0;1;0;POINT (13.3250976 52.51274599)
10;2018;8;16;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.60629127 52.50495334)
2;2018;4;22;3;3;6;4;2;1;0;1;0;0;0;0;POINT (13.45210723 52.51193991)
2;2018;3;15;5;2;6;4;0;0;1;1;0;0;0;0;POINT (13.46232936 52.51489201)
1;2018;5;20;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.42254422 52.52003031)
2;2018;10;9;3;3;2;2;0;1;1;0;0;0;0;0;POINT (13.38926624 52.49748077)
3;2018;2;12;6;2;5;2;0;1;1;0;0;0;0;0;POINT (13.40905624 52.5632898)
11;2018;11;5;2;3;2;6;2;0;1;0;0;0;0;0;POINT (13.51144065 52.5103491)
4;2018;9;17;6;3;1;5;0;1;1;0;0;0;0;0;POINT (13.24239853 52.50753603)
3;2018;8;14;5;3;3;6;0;0;1;0;0;0;1;0;POINT (13.44423493 52.54517559)
3;2018;6;23;7;3;6;2;2;0;1;1;0;0;0;0;POINT (13.43749481 52.53421058)
4;2018;7;13;7;3;2;6;0;1;1;0;0;0;0;0;POINT (13.32032918 52.51239878)
3;2018;6;20;2;3;6;4;0;1;0;1;0;0;0;0;POINT (13.4257742 52.54206397)
3;2018;8;20;3;2;0;1;0;0;0;0;1;0;0;0;POINT (13.39833831 52.57100736)
7;2018;5;15;4;3;3;6;0;1;0;0;0;0;1;0;POINT (13.35704241 52.48673495)
2;2018;4;10;4;3;0;1;0;0;0;0;1;0;0;0;POINT (13.47409437 52.51369765)
6;2018;12;16;1;3;6;4;2;0;1;1;0;0;0;0;POINT (13.27378434 52.43898821)
1;2018;9;11;6;3;5;7;0;1;1;0;0;0;0;0;POINT (13.36714022 52.50464075)
6;2018;9;11;6;3;2;2;0;0;1;0;0;0;0;0;POINT (13.19583825 52.4222758)
3;2018;7;18;5;3;0;1;0;1;1;0;0;0;0;0;POINT (13.41246644 52.54285791)
1;2018;3;21;2;3;3;6;2;1;1;0;0;0;0;1;POINT (13.38766298 52.51022204)
2;2018;7;22;5;3;1;5;2;1;1;0;0;0;0;0;POINT (13.44990611 52.51629389)
3;2018;3;9;3;3;0;1;0;0;0;0;1;0;0;1;POINT (13.41262392 52.54102775)
2;2018;5;15;5;3;3;6;0;0;1;0;1;0;0;0;POINT (13.45375618 52.5158801)
3;2018;10;17;4;3;1;5;0;1;0;0;0;0;1;0;POINT (13.43091734 52.53416067)
3;2018;2;5;6;3;5;3;2;0;1;0;0;0;1;2;POINT (13.44487861 52.5454754)
1;2018;11;23;5;3;2;6;2;0;1;0;0;0;0;0;POINT (13.36425541 52.50142365)
4;2018;9;9;1;3;0;2;0;1;1;0;0;0;0;0;POINT (13.28915596 52.51038665)
3;2018;8;14;6;3;2;6;0;1;1;0;0;0;1;0;POINT (13.40383611 52.56892524)
7;2018;3;15;7;3;6;7;0;0;1;1;0;0;0;0;POINT (13.37765096 52.43347813)
1;2018;10;16;2;3;5;2;0;0;1;0;1;0;1;0;POINT (13.41100463 52.51863475)
9;2018;8;21;4;3;8;1;2;0;1;0;0;0;0;0;POINT (13.51302578 52.45421446)
4;2018;4;17;6;3;3;6;0;0;1;0;1;0;0;0;POINT (13.3285142 52.51312024)
1;2018;4;7;6;3;5;7;0;0;1;0;0;0;0;0;POINT (13.41844327 52.52375551)
4;2018;6;15;5;3;3;6;0;0;1;0;0;0;0;0;POINT (13.30666908 52.48319664)
1;2018;12;17;5;3;2;6;2;0;1;0;0;0;0;1;POINT (13.3644993 52.5017056)
2;2018;9;7;1;2;5;3;0;1;0;0;1;0;0;0;POINT (13.47072015 52.51419111)
1;2018;9;8;2;3;2;6;0;1;1;0;0;0;0;0;POINT (13.38190718 52.50986198)
11;2018;6;17;2;3;5;3;0;0;1;0;1;0;0;0;POINT (13.4829273 52.58106016)
4;2018;7;11;6;3;8;1;0;0;1;0;0;0;0;0;POINT (13.30958302 52.53570378)
3;2018;5;19;7;3;2;2;0;1;0;0;0;0;0;0;POINT (13.43000094 52.53708736)
7;2018;2;16;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.35488984 52.47829972)
12;2018;11;21;5;3;2;6;2;0;1;0;0;0;0;0;POINT (13.30547724 52.57110028)
3;2018;10;10;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.42775927 52.53786018)
2;2018;8;8;1;3;5;2;0;0;1;0;0;0;0;0;POINT (13.46011146 52.51511283)
7;2018;4;21;7;3;8;1;2;0;1;0;0;0;0;0;POINT (13.40308275 52.4637997)
12;2018;4;20;1;3;5;2;2;0;1;0;0;0;0;0;POINT (13.35903702 52.57338911)
4;2018;5;15;1;3;0;1;0;1;0;0;0;0;0;0;POINT (13.28861135 52.51051846)
2;2018;10;17;2;3;5;3;1;1;0;0;0;0;0;1;POINT (13.45366957 52.5143845)
7;2018;2;14;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.35613395 52.47354595)
3;2018;12;12;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.42432758 52.5390232)
4;2018;9;14;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.26242039 52.5087583)
3;2018;8;19;4;3;0;1;2;0;0;0;1;0;0;1;POINT (13.45932954 52.55010241)
1;2018;6;8;4;3;3;6;0;0;1;0;1;0;0;0;POINT (13.42106459 52.52075087)
3;2018;6;16;4;3;5;2;0;1;0;0;0;0;1;0;POINT (13.4121258 52.54316786)
2;2018;8;12;5;3;0;6;0;0;0;0;1;1;0;0;POINT (13.42170364 52.52642892)
1;2018;3;12;1;3;5;3;0;1;1;0;0;0;0;1;POINT (13.41241194 52.51945246)
6;2018;4;17;1;3;1;7;0;0;1;0;0;0;0;0;POINT (13.25510629 52.4355187)
2;2018;4;15;7;3;0;7;0;1;0;0;0;0;0;0;POINT (13.38602493 52.48861856)
1;2018;6;19;5;3;2;6;1;0;1;0;0;0;0;1;POINT (13.35668218 52.51498604)
7;2018;12;20;7;3;2;6;2;0;1;0;0;0;0;1;POINT (13.38549964 52.46671398)
1;2018;9;16;1;3;5;3;0;0;1;0;0;0;0;0;POINT (13.36549219 52.55801691)
4;2018;9;11;2;2;2;6;0;0;1;0;0;0;0;0;POINT (13.29608333 52.54157028)
1;2018;6;12;3;3;5;3;0;0;1;0;0;0;0;0;POINT (13.36887843 52.50731791)
3;2018;7;7;1;3;5;2;0;1;1;0;0;0;0;0;POINT (13.42345197 52.52811761)
2;2018;5;8;1;2;3;6;0;1;0;0;0;0;0;0;POINT (13.47103485 52.51415888)
4;2018;2;13;5;3;3;6;0;0;1;0;0;0;0;0;POINT (13.28420635 52.50942109)
8;2018;11;2;7;3;2;6;2;0;1;0;0;0;0;0;POINT (13.45068877 52.46367715)
4;2018;10;20;3;2;2;6;2;0;1;0;0;0;0;0;POINT (13.29537418 52.49132295)
12;2018;8;22;1;3;0;6;2;0;1;0;1;0;0;0;POINT (13.25272039 52.6112559)
1;2018;4;17;7;3;0;6;0;0;1;0;1;0;0;0;POINT (13.37156667 52.51582017)
7;2018;4;9;2;2;2;6;0;0;1;0;0;0;0;1;POINT (13.40861638 52.4615088)
9;2018;5;8;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.49849355 52.43368826)
4;2018;10;8;3;3;5;3;0;0;1;0;0;0;0;0;POINT (13.32912315 52.51316025)
5;2018;2;9;5;3;6;4;0;0;1;1;0;0;0;0;POINT (13.17606094 52.51467171)
7;2018;12;8;1;3;2;6;0;0;1;0;0;0;0;1;POINT (13.3579444 52.40739628)
3;2018;9;17;3;3;0;2;0;1;1;0;0;0;0;0;POINT (13.42847793 52.54710595)
3;2018;8;11;4;3;2;6;0;0;1;0;0;1;1;1;POINT (13.46912259 52.56306298)
4;2018;6;15;4;3;2;6;0;0;1;0;0;0;0;0;POINT (13.32825669 52.47792928)
1;2018;7;12;3;3;3;6;0;0;1;0;1;0;0;0;POINT (13.37149582 52.51047586)
10;2018;2;13;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.59088379 52.50508964)
2;2018;11;3;7;1;6;4;2;0;1;1;0;0;0;0;POINT (13.47079378 52.51403653)
7;2018;6;13;5;3;6;4;0;0;0;1;0;0;1;0;POINT (13.40236332 52.41212573)
7;2018;5;9;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.39534268 52.46716038)
3;2018;12;18;2;2;5;2;2;0;1;0;0;0;0;1;POINT (13.44491627 52.54549338)
2;2018;10;20;4;3;6;4;2;1;0;1;0;0;0;0;POINT (13.44859688 52.50502442)
6;2018;2;16;5;3;6;4;0;0;1;1;0;0;0;0;POINT (13.26054181 52.4349893)
3;2018;7;16;1;3;6;4;0;1;0;1;0;0;0;0;POINT (13.41387286 52.54941987)
1;2018;4;11;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.33973958 52.51372853)
1;2018;7;21;7;2;5;3;2;0;1;0;0;0;0;0;POINT (13.37195644 52.50519526)
2;2018;3;17;4;3;6;7;2;1;0;1;0;0;0;1;POINT (13.38642761 52.49032596)
2;2018;5;16;3;3;3;6;0;1;1;0;0;0;0;0;POINT (13.46103614 52.51502077)
7;2018;10;14;2;3;5;2;0;0;1;0;0;0;1;1;POINT (13.37670924 52.43147062)
12;2018;2;8;4;3;6;2;0;0;1;1;0;0;0;1;POINT (13.31643315 52.61706615)
4;2018;11;22;7;3;5;2;2;0;1;0;0;0;1;0;POINT (13.23167987 52.50687235)
2;2018;9;17;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.45421055 52.51586785)
1;2018;8;21;4;3;5;2;2;1;1;0;0;0;0;0;POINT (13.36847991 52.54102285)
2;2018;6;10;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.45421055 52.51586785)
7;2018;6;16;6;3;2;6;0;0;1;0;0;0;0;0;POINT (13.35952847 52.48946442)
3;2018;6;15;1;3;2;6;0;0;0;0;1;1;0;0;POINT (13.4441269 52.54540657)
2;2018;8;15;3;3;2;6;0;0;1;0;0;0;1;0;POINT (13.44772636 52.50378779)
7;2018;5;9;4;2;6;6;0;1;0;1;0;0;0;0;POINT (13.39312153 52.42843549)
11;2018;4;17;3;3;3;6;0;1;1;0;0;0;0;0;POINT (13.49510035 52.51157741)
10;2018;12;20;5;3;2;6;2;0;1;0;0;0;0;0;POINT (13.55233659 52.50912584)
12;2018;9;8;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.36182522 52.56842561)
4;2018;9;19;5;3;6;7;1;1;0;1;0;0;0;0;POINT (13.27848233 52.50987725)
12;2018;7;14;4;3;2;6;0;0;1;0;1;0;0;0;POINT (13.27283725 52.60341302)
