bez;ujahr;umonat;ustunde;uwochentag;ukategorie;uart;utyp1;ulichtverh;istrad;istpkw;istfuss;istkrad;istgkfz;istsonstige;ustrzustand;geometry
4;2018;6;10;3;3;5;2;0;0;1;0;0;0;0;0;POINT (13.30228574 52.5187969)
12;2018;6;13;6;2;1;5;0;1;1;0;0;0;0;0;POINT (13.37926179 52.56929355)
7;2018;6;10;3;2;5;2;0;0;1;0;1;0;0;0;POINT (13.33251356 52.46898521)
4;2018;6;13;6;3;3;6;0;0;1;0;0;0;1;0;POINT (13.30110978 52.48808053)
8;2018;6;23;6;3;2;6;2;0;1;0;0;0;0;1;POINT (13.42623135 52.47735898)
5;2018;6;12;6;3;5;6;0;0;1;0;1;0;0;0;POINT (13.17774539 52.55349582)
8;2018;6;10;3;3;5;3;0;0;1;0;1;0;0;0;POINT (13.44821582 52.48143675)
3;2018;6;10;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.44466735 52.57867927)
7;2018;6;10;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.33516512 52.46797095)
4;2018;6;11;6;3;0;7;0;0;0;0;1;0;0;1;POINT (13.31430912 52.50896982)
9;2018;6;10;3;3;1;7;0;0;1;0;0;0;0;0;POINT (13.58713431 52.41140406)
1;2018;6;9;3;3;1;5;0;1;1;0;0;0;0;0;POINT (13.39854007 52.5262231)
9;2018;6;11;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.59792757 52.43853246)
1;2018;6;9;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.35482152 52.55213229)
11;2018;6;13;1;3;2;6;0;0;1;0;0;0;0;0;POINT (13.50138181 52.54873308)
8;2018;6;8;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.43870129 52.45260039)
11;2018;6;10;6;3;6;7;0;1;0;1;0;0;0;0;POINT (13.48560435 52.53368199)
1;2018;6;18;3;3;0;1;0;1;0;0;0;0;0;0;POINT (13.40283141 52.52418065)
3;2018;6;10;6;3;1;5;0;1;1;0;0;0;0;0;POINT (13.41016682 52.56684256)
2;2018;6;9;6;2;1;5;0;1;1;0;0;0;0;0;POINT (13.42110827 52.50078768)
1;2018;6;8;3;3;1;5;0;1;1;0;0;0;0;0;POINT (13.38002346 52.52834013)
9;2018;6;8;3;3;5;5;0;1;1;0;0;0;0;0;POINT (13.50707286 52.45345934)
3;2018;6;8;6;3;5;2;0;0;1;0;0;0;0;0;POINT (13.45716047 52.56100784)
5;2018;6;7;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.1881068 52.52237534)
1;2018;6;1;5;3;5;5;2;0;1;0;0;0;0;0;POINT (13.38461883 52.55569929)
8;2018;6;19;7;2;5;3;1;1;1;0;0;0;0;1;POINT (13.42600631 52.47755199)
7;2018;6;22;6;3;5;3;2;1;1;0;0;0;0;1;POINT (13.36415265 52.48825961)
4;2018;6;15;5;3;2;6;0;1;1;0;0;0;0;0;POINT (13.32243142 52.49785382)
10;2018;6;7;3;3;5;3;0;0;1;0;0;0;1;0;POINT (13.54714757 52.54820523)
2;2018;6;0;5;3;1;5;2;1;1;0;0;0;0;0;POINT (13.441117 52.50086957)
1;2018;6;6;3;3;5;3;0;0;1;0;0;0;1;0;POINT (13.38208288 52.56669088)
4;2018;6;8;1;3;5;2;0;1;0;0;0;0;1;0;POINT (13.3106291 52.47929273)
12;2018;6;14;5;3;6;4;0;0;0;1;0;0;1;0;POINT (13.28990232 52.59033055)
5;2018;6;15;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.20063515 52.54965223)
4;2018;6;17;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.31076932 52.49511056)
9;2018;6;17;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.56425584 52.44569818)
2;2018;6;9;2;3;1;6;0;1;1;0;0;0;1;0;POINT (13.40904856 52.48892171)
9;2018;6;18;5;3;5;7;0;0;1;0;1;0;0;0;POINT (13.53866819 52.425824)
1;2018;6;14;2;2;2;2;0;1;0;0;0;1;0;0;POINT (13.385863 52.51648289)
4;2018;6;19;5;3;3;6;0;0;1;0;0;0;0;0;POINT (13.29421247 52.53428868)
6;2018;6;15;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.30555103 52.43514018)
2;2018;6;22;5;3;2;6;2;0;1;0;0;0;0;0;POINT (13.40961865 52.50402445)
4;2018;6;17;7;3;2;6;0;0;1;0;0;0;0;0;POINT (13.27922031 52.50314)
9;2018;6;16;2;2;5;3;0;1;1;0;0;0;0;0;POINT (13.59379077 52.44443881)
12;2018;6;22;5;3;1;1;2;0;1;0;0;0;1;0;POINT (13.31551623 52.56427937)
7;2018;6;7;6;3;0;1;0;0;0;0;1;0;0;0;POINT (13.41398698 52.3910558)
1;2018;6;15;4;3;0;6;0;0;1;0;1;0;0;0;POINT (13.40846119 52.5161511)
4;2018;6;3;4;3;6;4;2;0;1;1;0;0;0;0;POINT (13.3125629 52.49913875)
1;2018;6;12;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.41150352 52.5239574)
4;2018;6;9;4;3;5;2;0;1;0;0;0;0;1;0;POINT (13.28109487 52.47684615)
1;2018;7;4;1;2;0;1;1;1;0;0;0;0;0;0;POINT (13.39364232 52.53220724)
8;2018;6;23;4;3;2;6;2;0;1;0;0;0;0;0;POINT (13.43755592 52.45518077)
6;2018;6;9;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.25038547 52.45201098)
3;2018;6;19;6;3;5;3;0;0;1;0;1;0;0;0;POINT (13.41221439 52.54012991)
4;2018;6;22;4;3;6;4;2;1;0;1;0;0;0;0;POINT (13.31000996 52.51624438)
6;2018;6;22;4;3;9;1;2;0;0;0;0;0;1;0;POINT (13.22495304 52.42346213)
9;2018;6;16;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.46447922 52.48708071)
4;2018;6;20;4;2;5;2;1;0;1;0;0;0;0;0;POINT (13.28688487 52.51297432)
3;2018;6;20;4;3;5;5;0;1;1;0;0;0;0;0;POINT (13.41651385 52.53493993)
1;2018;6;19;4;3;5;7;0;0;1;0;1;0;0;0;POINT (13.34000262 52.52572135)
5;2018;7;14;7;3;0;3;0;0;0;0;1;0;1;0;POINT (13.15758745 52.54226632)
8;2018;6;19;4;3;1;5;0;0;1;0;1;0;0;0;POINT (13.42460337 52.48429523)
2;2018;6;19;4;3;5;3;0;1;1;0;0;0;0;0;POINT (13.46883629 52.52032963)
6;2018;6;10;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.28838462 52.44635628)
9;2018;6;8;4;3;5;3;0;1;1;0;0;0;0;0;POINT (13.56415927 52.43903692)
2;2018;7;18;7;3;5;2;0;1;1;0;0;0;0;0;POINT (13.40037918 52.49051634)
5;2018;6;18;4;3;0;7;0;0;0;0;1;0;0;0;POINT (13.17019004 52.54123511)
5;2018;6;9;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.26921888 52.53776852)
8;2018;6;18;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.44675613 52.42701561)
7;2018;6;13;4;3;0;6;0;1;1;0;0;0;0;0;POINT (13.35992201 52.48140322)
7;2018;6;7;4;3;6;4;0;1;0;1;0;0;0;0;POINT (13.36294041 52.49415471)
7;2018;6;18;5;3;5;3;0;0;1;0;0;0;0;0;POINT (13.34604083 52.49882784)
2;2018;6;2;4;3;5;2;2;1;1;0;0;0;0;0;POINT (13.42659682 52.49927873)
1;2018;7;16;1;3;0;1;0;1;0;0;0;0;0;0;POINT (13.39878327 52.53258964)
4;2018;6;19;4;3;5;2;0;1;1;0;0;0;0;0;POINT (13.3205322 52.4832228)
8;2018;6;16;5;3;0;7;0;0;0;0;1;0;0;0;POINT (13.41634292 52.48048297)
1;2018;6;18;4;2;2;2;0;1;1;0;0;0;0;0;POINT (13.42828789 52.50742327)
9;2018;7;12;7;3;2;2;0;0;1;0;0;0;0;0;POINT (13.56904328 52.44419498)
1;2018;6;18;4;3;5;2;0;0;1;0;1;0;0;0;POINT (13.36744532 52.55153943)
4;2018;6;13;6;2;5;3;0;1;1;0;0;0;0;0;POINT (13.26694905 52.51417549)
9;2018;6;18;4;3;5;2;0;1;1;0;0;0;0;0;POINT (13.55067536 52.4291799)
5;2018;6;17;6;3;1;5;0;0;1;0;1;0;0;0;POINT (13.12347201 52.45693045)
3;2018;6;18;4;3;5;3;0;0;1;0;1;0;0;0;POINT (13.41101643 52.55387649)
7;2018;6;15;5;3;6;4;0;0;1;1;0;0;0;0;POINT (13.38393673 52.45263628)
6;2018;6;17;4;3;5;3;0;1;0;0;0;0;0;0;POINT (13.34609672 52.44403567)
3;2018;7;11;1;3;6;4;0;0;1;1;0;0;0;0;POINT (13.41287182 52.54438836)
11;2018;6;8;4;3;5;3;0;1;1;0;0;0;0;0;POINT (13.511394 52.48427002)
6;2018;6;17;5;3;5;2;0;0;1;0;1;0;0;0;POINT (13.325493 52.43893096)
6;2018;7;14;7;2;5;2;0;0;1;0;0;0;0;0;POINT (13.31435186 52.42397588)
12;2018;6;16;4;3;5;2;0;0;1;0;0;0;0;0;POINT (13.29973143 52.57907373)
6;2018;6;10;6;2;0;2;0;1;0;0;0;0;1;0;POINT (13.17966777 52.42187601)
6;2018;6;16;4;3;5;3;0;0;1;0;0;0;0;0;POINT (13.309322 52.42058597)
12;2018;6;13;5;3;5;2;0;0;1;0;1;0;0;0;POINT (13.3285821 52.6029075)
5;2018;6;15;4;3;5;5;0;0;1;0;1;0;0;0;POINT (13.18924146 52.53701068)
1;2018;7;7;1;3;2;2;0;0;1;0;0;0;0;0;POINT (13.38082248 52.51639511)
12;2018;6;15;4;3;1;5;0;1;1;0;0;0;0;0;POINT (13.27613828 52.58465097)
5;2018;6;8;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.1845947 52.51532518)
3;2018;6;15;5;3;5;7;0;0;1;0;1;0;0;0;POINT (13.47748866 52.57172908)
2;2018;6;15;4;3;6;4;0;0;0;1;1;0;0;0;POINT (13.38420514 52.4849883)
1;2018;7;8;1;2;5;2;0;1;1;0;0;0;0;0;POINT (13.36303391 52.50978761)
11;2018;6;9;4;3;5;3;0;0;1;0;0;0;1;0;POINT (13.51606116 52.48820893)
1;2018;6;8;5;3;0;7;0;0;0;1;0;0;1;0;POINT (13.35665397 52.52359747)
9;2018;7;3;7;2;6;4;2;0;1;1;0;0;0;0;POINT (13.57900787 52.4581791)
3;2018;6;8;4;3;3;6;0;1;1;0;0;0;0;0;POINT (13.50116437 52.63227072)
4;2018;6;4;6;3;1;5;0;1;1;0;0;0;0;0;POINT (13.29839324 52.5089858)
1;2018;6;15;4;2;3;5;0;0;0;0;1;0;1;0;POINT (13.39378535 52.54560664)
4;2018;6;14;4;3;5;3;0;1;1;0;0;0;0;0;POINT (13.30184429 52.49452157)
1;2018;6;6;5;3;5;3;0;0;1;0;0;0;1;0;POINT (13.38993813 52.51122487)
6;2018;6;14;4;3;6;2;0;0;1;1;0;0;0;0;POINT (13.26375746 52.42213564)
3;2018;7;20;7;3;0;3;1;0;1;0;0;0;1;0;POINT (13.416157 52.56648089)
2;2018;6;14;4;3;2;2;0;0;1;0;0;0;1;0;POINT (13.43015011 52.51025545)
4;2018;6;8;5;3;5;2;0;1;0;0;0;1;0;0;POINT (13.29622956 52.49800519)
1;2018;6;18;6;3;5;2;0;0;1;0;0;0;0;0;POINT (13.3567034 52.53560018)
1;2018;6;13;4;3;3;6;0;1;0;0;0;0;1;0;POINT (13.32545456 52.52773937)
1;2018;6;17;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.34196188 52.51784044)
2;2018;6;22;6;3;6;7;1;1;0;1;0;0;0;0;POINT (13.42071567 52.4990279)
12;2018;6;13;4;3;2;6;0;0;1;0;0;1;0;0;POINT (13.28670881 52.58635653)
2;2018;6;12;4;3;1;5;0;0;1;0;0;0;0;0;POINT (13.45400853 52.51837675)
8;2018;6;7;5;3;6;7;0;0;1;1;0;0;0;0;POINT (13.4301438 52.48141893)
12;2018;6;7;4;3;0;1;0;1;0;0;0;0;0;0;POINT (13.31425969 52.6053477)
6;2018;6;12;4;3;1;5;0;1;1;0;0;0;0;0;POINT (13.19236625 52.43537061)
4;2018;6;8;4;3;1;5;0;1;1;0;0;0;0;0;POINT (13.30581798 52.49570456)
5;2018;7;16;7;3;0;1;0;0;1;0;0;0;0;0;POINT (13.23259262 52.53942683)
9;2018;6;9;4;2;2;2;0;1;1;0;0;0;0;0;POINT (13.61680198 52.44655244)
7;2018;6;8;5;3;5;3;0;1;0;0;0;0;0;0;POINT (13.35721079 52.49895159)
12;2018;6;18;6;3;3;2;0;0;1;0;1;0;0;0;POINT (13.31506672 52.57657427)
4;2018;6;9;4;3;6;7;0;0;1;1;0;0;0;0;POINT (13.26197229 52.51551335)
12;2018;6;19;3;3;3;2;0;0;1;0;0;0;0;0;POINT (13.31191879 52.56792303)
2;2018;6;20;5;2;5;3;0;1;1;0;0;0;0;0;POINT (13.41645637 52.49096344)
4;2018;6;20;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.29722346 52.5106384)
1;2018;7;13;1;3;6;7;0;0;1;1;0;0;0;0;POINT (13.37691092 52.54935115)
4;2018;6;19;3;3;5;2;0;1;0;0;0;0;0;0;POINT (13.31394276 52.48823522)
8;2018;6;8;5;3;6;2;0;0;1;1;0;0;0;0;POINT (13.44210457 52.42502706)
7;2018;6;7;3;3;7;7;0;1;0;0;0;0;0;0;POINT (13.33037306 52.47427072)
11;2018;6;18;3;3;2;6;0;1;1;0;0;0;0;0;POINT (13.50125452 52.48324508)
9;2018;6;8;5;3;5;2;0;0;1;0;1;0;0;0;POINT (13.54646747 52.43258345)
9;2018;6;16;3;2;5;2;0;0;0;0;1;0;1;0;POINT (13.55931065 52.44664161)
8;2018;7;14;7;3;0;1;0;0;0;0;1;0;0;0;POINT (13.43470347 52.46194638)
2;2018;6;21;3;3;5;3;1;0;1;0;0;0;0;0;POINT (13.39964248 52.49845308)
7;2018;6;16;6;3;3;6;0;1;1;0;0;0;0;0;POINT (13.3544697 52.48774352)
9;2018;6;20;3;3;2;2;0;1;1;0;0;0;0;0;POINT (13.65597285 52.41549769)
11;2018;6;15;5;3;5;2;0;0;1;0;0;0;0;0;POINT (13.52617287 52.48452842)
9;2018;6;20;3;3;1;5;0;0;1;0;0;0;1;0;POINT (13.48271719 52.46199667)
1;2018;7;9;1;2;5;7;0;0;1;0;0;0;0;0;POINT (13.37306939 52.53818914)
8;2018;6;20;3;3;5;7;0;1;1;0;0;0;0;0;POINT (13.48641689 52.42475987)
11;2018;6;7;5;3;3;6;0;1;1;0;0;0;0;0;POINT (13.50807416 52.48423236)
10;2018;7;13;7;2;0;2;0;1;1;0;0;0;0;0;POINT (13.56796979 52.57358697)
4;2018;6;20;3;3;3;6;0;1;1;0;0;0;0;0;POINT (13.33324165 52.4822236)
5;2018;6;9;6;3;0;5;0;0;1;0;1;0;0;0;POINT (13.19770917 52.53504658)
8;2018;7;7;7;3;5;2;0;0;1;0;0;0;0;0;POINT (13.4569262 52.46510717)
8;2018;6;19;3;3;5;7;0;0;1;0;1;0;0;0;POINT (13.4258799 52.47317054)
7;2018;6;12;6;3;5;7;0;1;1;0;0;0;0;0;POINT (13.34400277 52.46865769)
3;2018;6;10;3;3;0;3;0;0;1;0;1;0;0;0;POINT (13.44852125 52.55300602)
1;2018;6;14;5;3;1;5;0;1;1;0;0;0;0;0;POINT (13.41549773 52.50733404)
10;2018;6;19;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.56457878 52.55202008)
11;2018;7;8;1;3;5;2;0;1;1;0;0;0;0;0;POINT (13.46136335 52.52943657)
9;2018;6;19;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.53395318 52.41740129)
9;2018;6;8;5;3;5;7;0;1;1;0;0;0;0;0;POINT (13.55328058 52.4695649)
4;2018;7;19;7;2;5;3;0;0;1;0;0;0;1;0;POINT (13.28015102 52.51847997)
8;2018;6;19;3;3;3;6;0;1;0;0;0;1;0;0;POINT (13.43730389 52.48318805)
2;2018;6;0;6;3;5;3;2;1;1;0;0;0;0;0;POINT (13.41053316 52.50343396)
12;2018;6;18;3;3;6;2;0;0;1;1;0;0;0;0;POINT (13.36050069 52.59702776)
5;2018;6;18;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.23142179 52.53824868)
2;2018;6;10;5;3;4;6;0;1;0;0;0;0;0;0;POINT (13.41272016 52.48844181)
3;2018;6;17;3;3;5;2;0;0;1;0;1;0;0;0;POINT (13.41872771 52.54697792)
4;2018;7;19;7;3;5;7;0;1;1;0;0;0;0;0;POINT (13.32500473 52.52159527)
8;2018;6;16;3;3;5;2;0;0;1;0;1;0;0;0;POINT (13.41925084 52.41760894)
11;2018;6;12;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.50527474 52.5345507)
1;2018;6;16;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.3858308 52.51665444)
6;2018;7;7;1;3;5;2;0;1;1;0;0;0;0;0;POINT (13.32764582 52.44021997)
2;2018;6;16;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.39945932 52.49841228)
10;2018;6;7;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.60836783 52.54298173)
2;2018;6;20;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.40369346 52.50336028)
6;2018;6;17;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.30378945 52.45911264)
4;2018;6;15;3;3;0;2;0;1;0;0;0;0;1;0;POINT (13.30576749 52.47974304)
3;2018;6;15;5;2;2;6;0;1;0;0;0;0;1;0;POINT (13.45166837 52.6175269)
8;2018;6;17;3;3;2;2;0;1;1;0;0;0;0;0;POINT (13.44166394 52.48286053)
6;2018;6;15;3;3;2;2;0;0;1;0;0;0;0;0;POINT (13.27874317 52.43093975)
3;2018;6;18;3;2;2;6;0;0;1;0;0;0;0;0;POINT (13.45965593 52.58540527)
8;2018;7;15;7;3;2;6;0;0;1;0;0;0;0;0;POINT (13.45226532 52.4525452)
1;2018;6;19;3;3;0;1;0;0;0;0;0;0;1;0;POINT (13.37105193 52.54573405)
7;2018;6;17;6;3;2;6;0;0;1;0;0;0;0;0;POINT (13.35962084 52.47519083)
7;2018;6;14;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.37788944 52.46586763)
4;2018;6;14;3;3;2;7;0;0;1;0;1;0;0;0;POINT (13.33075268 52.49991851)
12;2018;6;7;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.23156689 52.61266963)
5;2018;6;18;6;3;5;3;0;1;1;0;0;0;0;0;POINT (13.16125339 52.54830704)
12;2018;6;14;3;3;6;2;0;0;1;1;0;0;0;0;POINT (13.29035994 52.63345806)
8;2018;6;13;3;3;3;6;0;1;1;0;0;0;0;0;POINT (13.43341459 52.4917591)
8;2018;6;18;5;2;6;4;0;0;1;1;0;0;0;0;POINT (13.42989151 52.46999782)
5;2018;6;13;3;3;0;7;0;1;0;0;0;0;0;0;POINT (13.20976308 52.56599437)
9;2018;7;14;1;3;6;4;0;0;0;1;1;0;0;0;POINT (13.57733522 52.46165061)
2;2018;6;13;3;3;5;2;0;1;1;0;0;0;0;0;POINT (13.37683776 52.48942707)
1;2018;6;6;5;3;5;2;0;1;1;0;0;0;0;0;POINT (13.36034692 52.53724226)
9;2018;6;13;3;3;6;7;0;0;1;1;0;0;0;0;POINT (13.58036398 52.45902309)
9;2018;7;13;7;3;2;2;0;0;1;0;0;0;0;0;POINT (13.53952322 52.40310142)
5;2018;7;18;2;3;5;2;0;0;0;0;1;0;1;0;POINT (13.20752551 52.53266644)
5;2018;6;13;3;3;0;7;0;1;0;0;0;0;0;0;POINT (13.15688328 52.53124318)
1;2018;7;18;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.41020861 52.51748593)
9;2018;6;14;6;3;5;2;0;1;0;0;0;0;1;0;POINT (13.57895697 52.44374026)
10;2018;7;18;2;3;5;3;0;0;1;0;0;0;0;0;POINT (13.55761878 52.53634524)
9;2018;6;13;3;3;5;3;0;0;1;0;0;0;0;0;POINT (13.55817999 52.45574299)
7;2018;7;18;2;3;6;4;0;1;0;1;0;0;0;0;POINT (13.37951797 52.44815736)
2;2018;6;19;5;3;5;3;0;0;1;0;1;0;0;0;POINT (13.38338598 52.4935021)
1;2018;6;10;3;3;5;7;0;1;1;0;0;0;0;0;POINT (13.34135306 52.52067273)
12;2018;7;9;1;2;6;2;0;0;1;1;0;0;0;0;POINT (13.30565759 52.57510687)
1;2018;7;17;2;3;3;6;0;1;0;0;0;0;0;0;POINT (13.41629423 52.52164759)
7;2018;6;12;3;3;6;4;0;0;1;1;0;0;0;0;POINT (13.34225157 52.50181527)
1;2018;6;15;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.37985481 52.54017605)
5;2018;6;12;3;2;5;3;0;1;1;0;0;0;0;0;POINT (13.16507442 52.53349376)
10;2018;7;12;1;3;0;4;0;0;0;1;0;0;1;0;POINT (13.56103365 52.54747302)
11;2018;7;18;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.52744565 52.55751055)
12;2018;6;12;3;3;1;5;0;1;1;0;0;0;0;0;POINT (13.32337649 52.57386026)
2;2018;7;18;2;3;5;3;0;1;0;0;0;0;0;0;POINT (13.40596042 52.50049676)
10;2018;6;6;5;2;5;3;0;1;1;0;0;0;0;0;POINT (13.55825871 52.53030393)
1;2018;7;20;7;2;5;3;0;1;1;0;0;0;0;0;POINT (13.37341534 52.54220499)
4;2018;7;19;2;3;2;2;0;1;1;0;0;0;0;0;POINT (13.31520951 52.54119125)
4;2018;6;11;3;2;6;7;0;0;0;1;0;1;0;0;POINT (13.30566128 52.50568043)
2;2018;7;17;2;3;5;3;0;0;1;0;0;0;0;0;POINT (13.45253586 52.50452477)
6;2018;6;10;6;3;5;3;0;1;1;0;0;0;0;0;POINT (13.30100459 52.44011348)
3;2018;7;17;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.39727006 52.57995219)
2;2018;6;10;3;3;5;2;0;0;1;0;1;0;0;0;POINT (13.45554388 52.51354463)
4;2018;7;16;2;3;4;6;0;1;1;0;0;0;0;0;POINT (13.19866968 52.47616917)
1;2018;6;13;5;3;0;1;0;0;0;0;1;0;0;0;POINT (13.42311471 52.52409558)
2;2018;6;9;3;3;0;6;0;1;0;0;0;1;0;0;POINT (13.39395976 52.50693301)
3;2018;7;7;1;3;5;3;0;1;1;0;0;0;0;0;POINT (13.49881754 52.6352106)
4;2018;7;15;2;3;1;5;0;1;1;0;0;0;0;0;POINT (13.31770745 52.4706721)
1;2018;6;9;3;3;5;2;0;1;0;0;0;0;1;0;POINT (13.4090187 52.52415232)
1;2018;7;15;2;3;6;4;0;0;1;1;0;0;0;0;POINT (13.34094514 52.52560143)
5;2018;6;3;5;3;1;1;2;0;1;0;0;0;1;0;POINT (13.23617113 52.53949972)
10;2018;6;22;6;3;5;2;2;0;1;0;0;0;0;0;POINT (13.60446308 52.53867452)
4;2018;7;15;2;3;1;5;0;1;0;0;0;0;1;0;POINT (13.29861765 52.49534304)
8;2018;6;8;3;3;5;2;0;1;0;0;0;0;1;0;POINT (13.43571654 52.45264781)
7;2018;7;15;2;3;1;5;0;1;1;0;0;0;0;0;POINT (13.35343294 52.49257847)
12;2018;6;8;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.34602713 52.59134983)
1;2018;7;15;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.38166198 52.51110793)
3;2018;6;18;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.47578551 52.61958536)
7;2018;7;7;7;2;5;3;0;0;1;0;0;0;1;0;POINT (13.38541465 52.46573342)
8;2018;7;14;2;3;1;5;0;0;1;0;0;0;1;0;POINT (13.45324205 52.47149168)
2;2018;6;8;3;3;5;2;0;1;0;0;0;0;1;0;POINT (13.395869 52.49789956)
1;2018;7;14;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.41373451 52.51132311)
2;2018;6;7;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.38223536 52.48988942)
6;2018;7;14;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.3035144 52.41572583)
1;2018;6;7;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.41363757 52.51128924)
9;2018;7;18;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.51478403 52.46907818)
10;2018;6;7;3;2;5;3;0;1;1;0;0;0;0;0;POINT (13.63214288 52.51167758)
9;2018;6;11;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.44234497 52.49000922)
11;2018;6;6;3;3;0;1;0;1;1;0;0;0;0;0;POINT (13.50220642 52.51320447)
7;2018;7;0;1;3;0;1;2;0;1;0;1;0;0;0;POINT (13.37943342 52.44527374)
6;2018;7;14;2;2;5;2;0;0;1;0;0;0;0;0;POINT (13.24759141 52.46748595)
2;2018;6;0;3;3;5;3;2;0;1;0;0;0;0;0;POINT (13.39440619 52.50689518)
12;2018;7;17;2;3;5;2;0;0;1;0;0;0;0;0;POINT (13.31544764 52.57783293)
4;2018;6;22;5;3;2;6;2;0;1;0;0;0;0;0;POINT (13.32633733 52.50281637)
2;2018;6;19;6;3;5;2;0;1;1;0;0;0;0;0;POINT (13.42953029 52.5231016)
11;2018;7;15;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.50206698 52.53435468)
5;2018;6;9;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.20072039 52.53837803)
5;2018;7;14;2;2;0;6;0;0;0;0;0;0;1;0;POINT (13.20784414 52.55435908)
8;2018;6;21;2;3;5;3;2;0;1;0;0;0;1;0;POINT (13.42506641 52.48078543)
4;2018;6;16;5;3;2;2;0;0;1;0;1;0;0;0;POINT (13.31521676 52.54118767)
1;2018;6;19;2;2;5;2;0;0;1;0;0;0;0;0;POINT (13.36156581 52.54794486)
4;2018;7;12;2;2;5;2;0;0;1;0;1;0;0;0;POINT (13.21815311 52.50872488)
9;2018;6;18;2;3;2;6;0;0;1;0;0;0;1;0;POINT (13.54305707 52.45755474)
4;2018;6;22;5;3;1;5;2;1;1;0;0;0;0;0;POINT (13.31493755 52.50630148)
6;2018;6;19;5;3;6;4;0;0;0;1;0;0;1;0;POINT (13.30935534 52.43157474)
12;2018;6;18;2;3;2;2;0;1;1;0;0;0;0;0;POINT (13.35181389 52.57365785)
2;2018;7;12;2;3;6;4;0;0;1;1;0;0;0;0;POINT (13.4389749 52.51148515)
6;2018;6;17;2;3;1;5;0;1;1;0;0;0;0;0;POINT (13.33812237 52.46445606)
3;2018;6;10;5;3;2;7;0;1;1;0;0;0;0;0;POINT (13.41017338 52.5411991)
2;2018;6;10;2;3;4;7;0;1;0;0;0;0;0;0;POINT (13.41842657 52.50007802)
8;2018;7;18;7;3;5;3;0;0;1;0;0;0;0;0;POINT (13.4828547 52.41597155)
7;2018;7;12;2;3;1;5;0;1;1;0;0;0;0;0;POINT (13.34669756 52.48502892)
12;2018;6;17;2;2;5;2;0;1;1;0;0;0;0;0;POINT (13.37194838 52.57473142)
2;2018;7;12;2;3;5;2;0;1;1;0;0;0;0;0;POINT (13.39557416 52.49834428)
4;2018;6;13;5;3;6;2;0;0;1;1;0;0;0;0;POINT (13.22839125 52.50687688)
8;2018;6;18;6;3;3;6;0;0;0;0;1;0;1;0;POINT (13.42644017 52.47765483)
7;2018;6;17;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.37760149 52.44258893)
5;2018;7;13;2;2;6;4;0;0;1;1;0;0;0;0;POINT (13.20982776 52.54798649)
11;2018;6;16;2;3;2;7;0;0;1;0;0;0;0;0;POINT (13.47690008 52.52298354)
8;2018;6;19;5;3;5;7;0;1;1;0;0;0;0;0;POINT (13.44617534 52.43171108)
